Order ID,Ship Date,Ship Mode
CA-2019-161830,2019-09-26,Second Class
CA-2021-163125,2021-10-11,Second Class
CA-2020-160304,2020-01-07,Standard Class
CA-2021-101728,2021-08-23,Standard Class
CA-2021-114055,2021-12-29,Second Class
CA-2021-126438,2021-09-13,First Class
CA-2021-117653,2021-10-23,Standard Class
CA-2021-143245,2021-12-06,Standard Class
US-2018-138828,2018-09-03,First Class
CA-2021-143651,2021-03-30,Standard Class
CA-2019-106978,2019-10-04,Standard Class
CA-2019-155124,2019-03-21,Standard Class
CA-2021-150931,2021-01-13,Standard Class
CA-2018-157147,2018-01-18,Standard Class
CA-2019-156482,2019-02-13,Standard Class
CA-2021-106782,2021-12-27,Standard Class
CA-2020-151372,2020-09-06,First Class
CA-2018-102085,2018-10-09,Standard Class
CA-2021-107125,2021-12-02,Standard Class
CA-2020-125815,2020-11-01,Second Class
CA-2019-144190,2019-06-13,Standard Class
CA-2021-117926,2021-12-12,Second Class
CA-2019-153906,2019-03-20,Standard Class
CA-2018-160262,2018-06-13,Second Class
CA-2019-127607,2019-03-26,Standard Class
CA-2020-166226,2020-11-22,Standard Class
CA-2018-156587,2018-03-08,First Class
CA-2020-141180,2020-05-19,Second Class
CA-2019-109708,2019-05-28,Second Class
CA-2019-122406,2019-08-05,Second Class
US-2020-153815,2020-11-09,First Class
CA-2020-164896,2020-11-12,Standard Class
CA-2019-142202,2019-09-23,Second Class
CA-2019-165050,2019-12-09,First Class
US-2020-131114,2020-12-13,Second Class
CA-2018-160066,2018-11-22,Standard Class
CA-2020-109925,2020-11-10,Second Class
CA-2019-160696,2019-09-10,Standard Class
CA-2018-125171,2018-09-03,Same Day
CA-2020-149279,2020-04-28,Standard Class
CA-2021-107321,2021-09-04,Standard Class
US-2021-122714,2021-12-13,Standard Class
CA-2019-153038,2019-12-25,Standard Class
CA-2018-132227,2018-11-10,Standard Class
CA-2021-155824,2021-03-15,Standard Class
CA-2020-129238,2020-02-04,Standard Class
CA-2021-159688,2021-05-12,Standard Class
CA-2020-136126,2020-05-24,Same Day
CA-2020-155033,2020-10-12,Standard Class
CA-2018-156006,2018-05-02,Second Class
CA-2019-158659,2019-11-14,Second Class
CA-2019-169796,2019-11-14,Standard Class
CA-2019-102876,2019-09-14,Standard Class
US-2021-139647,2021-05-13,First Class
US-2021-160465,2021-07-26,Standard Class
CA-2018-153850,2018-11-29,Standard Class
CA-2018-127558,2018-11-18,First Class
CA-2021-136511,2021-03-25,Second Class
CA-2020-133795,2020-12-24,Standard Class
US-2021-130953,2021-08-03,Standard Class
CA-2018-151792,2018-09-07,Second Class
CA-2021-139304,2021-02-02,Standard Class
CA-2020-155166,2021-01-02,Standard Class
CA-2019-103954,2019-08-13,Second Class
CA-2018-169803,2018-04-12,Standard Class
CA-2021-141719,2021-11-21,Second Class
CA-2019-136469,2019-07-12,First Class
CA-2020-158694,2020-11-13,Second Class
US-2018-104759,2018-04-04,Standard Class
CA-2019-150511,2019-09-24,Standard Class
CA-2019-134922,2019-11-11,Standard Class
US-2021-120607,2021-05-19,Same Day
CA-2019-141243,2019-01-08,Second Class
CA-2019-162166,2019-09-11,First Class
CA-2020-120796,2020-04-07,Standard Class
CA-2020-109722,2020-12-07,Second Class
CA-2019-136798,2019-05-12,Standard Class
CA-2021-122196,2021-09-24,First Class
CA-2021-142090,2021-12-07,Standard Class
CA-2021-160934,2021-01-19,Standard Class
CA-2018-124478,2018-08-12,Standard Class
CA-2019-145485,2019-11-05,Same Day
CA-2021-151071,2021-04-29,Second Class
CA-2018-134572,2018-04-22,Second Class
CA-2021-143217,2021-11-17,Standard Class
US-2021-133312,2021-11-29,Standard Class
US-2019-137533,2019-12-18,Same Day
CA-2020-155138,2020-09-12,Standard Class
CA-2020-108350,2020-06-09,Second Class
CA-2019-144302,2019-06-23,Standard Class
CA-2019-109001,2019-03-09,Standard Class
CA-2021-132738,2021-08-07,First Class
CA-2021-156720,2022-01-03,Standard Class
CA-2019-119102,2019-05-27,Standard Class
US-2018-140452,2018-12-10,Standard Class
CA-2019-141936,2019-08-12,Standard Class
CA-2018-158442,2018-03-17,Same Day
CA-2019-167374,2019-03-30,Second Class
CA-2018-116568,2018-12-20,Standard Class
CA-2019-147102,2019-09-26,Standard Class
CA-2021-132213,2021-04-26,First Class
CA-2018-138450,2018-10-22,Standard Class
CA-2019-153073,2019-11-13,Same Day
CA-2020-147970,2020-02-02,Second Class
CA-2020-150658,2020-11-22,Standard Class
CA-2021-125640,2021-07-29,Standard Class
CA-2021-154137,2021-11-17,Standard Class
CA-2019-127173,2019-10-03,Standard Class
CA-2018-149538,2018-04-08,Standard Class
CA-2018-160766,2018-09-14,Same Day
CA-2021-146626,2022-01-05,Standard Class
CA-2019-123330,2019-06-27,Standard Class
CA-2021-155607,2021-11-30,Standard Class
CA-2020-151323,2020-10-28,Standard Class
CA-2019-146696,2019-12-19,Standard Class
CA-2020-128972,2020-11-17,Standard Class
CA-2021-128335,2021-10-05,Standard Class
CA-2019-154886,2019-11-12,Standard Class
CA-2020-111213,2020-04-05,Standard Class
CA-2021-161333,2021-02-07,Standard Class
CA-2021-128734,2021-12-31,Standard Class
CA-2018-141796,2018-06-21,Same Day
CA-2021-125101,2021-03-10,Second Class
CA-2021-169929,2021-09-28,First Class
US-2018-121566,2018-07-06,Standard Class
US-2019-124219,2019-08-08,First Class
CA-2021-163006,2021-07-04,Second Class
CA-2019-156146,2019-10-30,Second Class
CA-2018-111192,2018-08-05,Standard Class
CA-2020-115378,2020-11-23,Second Class
CA-2019-161627,2019-07-11,Standard Class
CA-2018-121006,2018-11-16,Standard Class
CA-2020-122903,2020-05-29,Second Class
CA-2019-107741,2019-03-10,First Class
CA-2021-106432,2021-10-24,Standard Class
CA-2020-148908,2020-11-08,First Class
CA-2020-123015,2020-12-30,Standard Class
US-2019-120502,2019-04-19,Standard Class
CA-2021-108749,2021-09-15,First Class
CA-2021-163335,2021-09-27,First Class
CA-2019-134719,2019-10-15,Standard Class
US-2019-154389,2019-12-03,Standard Class
CA-2019-115567,2019-09-18,Standard Class
US-2021-136679,2021-11-18,Standard Class
US-2021-141943,2021-05-09,Standard Class
CA-2018-101560,2018-12-01,Second Class
CA-2018-159709,2018-05-15,Standard Class
CA-2020-103982,2020-03-08,Standard Class
CA-2019-142454,2019-08-19,Standard Class
CA-2019-102016,2019-09-18,Standard Class
CA-2019-156755,2019-01-18,Standard Class
CA-2019-130876,2019-05-16,Second Class
CA-2020-145898,2020-09-26,Same Day
US-2021-159562,2021-09-15,Standard Class
CA-2021-134635,2021-04-17,Second Class
CA-2021-167080,2021-06-14,Standard Class
CA-2021-145653,2021-09-01,Same Day
CA-2018-140487,2018-06-20,Standard Class
CA-2021-117401,2021-05-22,Second Class
US-2021-109582,2021-09-17,Second Class
CA-2020-119865,2020-06-26,Standard Class
US-2018-147648,2018-12-01,Standard Class
CA-2021-124436,2021-03-22,Second Class
CA-2018-115084,2018-10-22,Standard Class
CA-2021-131037,2021-08-23,First Class
CA-2020-111143,2020-11-22,First Class
CA-2018-166744,2018-09-24,Standard Class
CA-2020-116561,2020-09-17,Standard Class
CA-2020-110730,2020-09-26,Second Class
CA-2021-146367,2021-08-08,Standard Class
CA-2020-149454,2020-07-26,First Class
CA-2020-156265,2020-08-04,Second Class
US-2019-168914,2019-05-27,Standard Class
US-2021-110989,2021-11-05,Second Class
CA-2019-106215,2019-04-21,Standard Class
US-2020-169369,2020-12-18,Standard Class
CA-2019-132318,2019-11-02,First Class
US-2018-131982,2018-03-11,Second Class
CA-2019-125185,2019-03-07,Second Class
CA-2020-130078,2020-08-14,Standard Class
US-2021-114034,2021-01-08,Standard Class
US-2021-115595,2021-10-11,First Class
CA-2021-158722,2021-10-26,Standard Class
CA-2018-105165,2018-09-10,First Class
CA-2021-147452,2021-10-03,First Class
US-2021-114657,2021-11-21,Standard Class
CA-2021-144484,2021-09-11,Same Day
CA-2021-125913,2021-01-16,Same Day
US-2020-158309,2020-11-29,First Class
CA-2019-162887,2019-11-09,Second Class
CA-2021-147333,2021-12-20,Standard Class
CA-2018-113859,2018-09-17,Standard Class
CA-2018-159681,2018-12-13,Standard Class
US-2021-104094,2021-09-11,Standard Class
CA-2021-152709,2021-10-12,Standard Class
CA-2019-105158,2019-09-10,Standard Class
CA-2018-133424,2018-04-04,Standard Class
CA-2021-105991,2021-05-06,First Class
US-2021-136784,2021-05-05,Standard Class
CA-2018-146283,2018-09-15,Standard Class
CA-2021-151218,2021-06-23,First Class
CA-2019-111073,2019-12-30,Standard Class
CA-2021-144883,2021-08-19,Standard Class
CA-2021-142174,2021-03-09,Standard Class
CA-2021-108791,2021-07-31,Standard Class
CA-2020-106656,2020-09-26,First Class
CA-2020-113831,2020-06-03,Standard Class
US-2018-139500,2018-11-20,Standard Class
US-2018-166310,2018-09-23,First Class
US-2020-168410,2020-02-26,Standard Class
CA-2021-131254,2021-11-21,First Class
CA-2020-123414,2020-08-27,Standard Class
CA-2021-137876,2021-05-05,Standard Class
CA-2020-154060,2020-05-08,Standard Class
US-2021-162558,2021-10-05,First Class
CA-2021-134439,2021-09-23,Second Class
CA-2019-119508,2019-12-09,Standard Class
CA-2019-152681,2019-01-22,Standard Class
CA-2018-130813,2018-01-08,Second Class
CA-2019-120320,2019-03-09,Standard Class
CA-2020-111941,2020-12-28,Second Class
CA-2020-123120,2020-09-08,Standard Class
CA-2018-103331,2018-09-01,Standard Class
CA-2019-169278,2019-05-25,Standard Class
CA-2021-111577,2021-10-21,Standard Class
CA-2019-146486,2019-11-14,Second Class
US-2018-168501,2018-11-27,Standard Class
CA-2019-112053,2019-10-13,Second Class
CA-2021-108539,2021-03-23,Second Class
CA-2019-149811,2019-01-10,Standard Class
US-2021-103814,2021-12-16,Standard Class
CA-2020-123932,2020-09-12,Standard Class
US-2020-101616,2020-09-06,First Class
CA-2018-113768,2018-05-19,Standard Class
CA-2020-138037,2020-10-03,Standard Class
CA-2018-150490,2018-08-11,Standard Class
US-2021-126060,2021-04-18,Standard Class
CA-2021-100951,2021-06-10,First Class
CA-2020-122017,2021-01-02,Standard Class
CA-2018-123477,2018-01-21,Second Class
CA-2020-107790,2020-11-24,Standard Class
CA-2021-158071,2021-06-15,Standard Class
CA-2021-147403,2021-09-13,First Class
US-2021-136721,2021-04-12,Standard Class
CA-2019-118738,2019-10-30,Standard Class
CA-2021-134152,2021-05-31,Standard Class
CA-2018-125542,2018-12-07,First Class
CA-2020-136021,2020-08-18,Standard Class
CA-2020-149195,2020-09-07,Second Class
CA-2021-161410,2021-07-03,Standard Class
CA-2021-152786,2021-03-17,Standard Class
CA-2021-164707,2021-02-21,Second Class
CA-2021-163874,2021-11-12,Second Class
US-2018-123183,2018-11-25,Standard Class
CA-2018-104829,2018-11-21,Second Class
US-2020-147340,2020-09-24,Same Day
CA-2020-145492,2020-11-27,Standard Class
CA-2020-163202,2020-10-02,Standard Class
CA-2020-117681,2020-04-14,Standard Class
CA-2021-132262,2021-09-23,First Class
CA-2021-123043,2021-08-29,Standard Class
US-2020-143280,2020-02-26,Standard Class
CA-2021-108854,2021-12-14,Standard Class
CA-2021-166856,2021-09-22,Standard Class
CA-2020-153157,2020-09-14,First Class
US-2021-125647,2021-09-28,Standard Class
CA-2018-132542,2018-10-08,Second Class
CA-2019-110877,2019-10-26,First Class
US-2020-151827,2020-04-02,Second Class
US-2020-163258,2021-01-02,Standard Class
CA-2021-103009,2021-11-05,Second Class
US-2021-120649,2021-01-26,Standard Class
CA-2020-153598,2020-12-06,First Class
US-2020-108497,2020-06-14,Same Day
CA-2020-113096,2020-09-04,First Class
CA-2018-136861,2018-09-07,First Class
CA-2021-117422,2021-10-25,Standard Class
CA-2021-129707,2021-04-29,Standard Class
CA-2019-160171,2019-10-24,Standard Class
CA-2018-103317,2018-07-08,First Class
CA-2020-167115,2020-04-09,Standard Class
US-2021-153633,2021-11-18,Second Class
CA-2021-155929,2021-09-13,Standard Class
CA-2019-148712,2019-04-23,Standard Class
CA-2020-128307,2020-07-29,Standard Class
US-2020-127425,2020-08-31,Standard Class
US-2018-119081,2018-09-19,Standard Class
CA-2020-140613,2020-07-29,Standard Class
US-2021-108700,2021-05-23,Standard Class
CA-2021-160962,2021-05-02,Standard Class
CA-2021-130631,2022-01-02,Standard Class
CA-2021-116680,2021-09-06,Second Class
US-2018-107405,2018-03-25,Standard Class
CA-2021-101574,2021-10-04,Standard Class
CA-2018-146591,2018-01-20,First Class
CA-2018-107706,2018-02-19,Second Class
CA-2020-122448,2020-06-14,Standard Class
CA-2018-132451,2018-09-27,First Class
CA-2020-158547,2020-06-04,Standard Class
CA-2021-116946,2021-12-23,Standard Class
CA-2021-121741,2021-12-26,Same Day
CA-2021-169691,2021-06-18,First Class
CA-2020-121356,2020-11-24,Standard Class
CA-2018-101770,2018-04-04,Standard Class
CA-2021-105487,2021-10-14,Standard Class
CA-2021-148999,2021-02-04,Standard Class
CA-2018-107573,2018-12-17,Standard Class
CA-2019-156608,2019-10-29,Standard Class
CA-2021-134495,2021-04-04,Second Class
CA-2021-164098,2021-01-27,First Class
CA-2018-105249,2018-11-28,Same Day
CA-2019-113523,2019-09-08,Standard Class
CA-2021-117821,2021-06-16,Standard Class
CA-2021-164378,2021-07-18,Second Class
CA-2021-127782,2021-11-06,Standard Class
US-2020-162026,2020-10-08,Same Day
CA-2020-150000,2020-04-14,Standard Class
CA-2019-168529,2019-10-12,Standard Class
US-2021-152569,2021-05-20,Standard Class
US-2018-137680,2018-03-02,Standard Class
CA-2019-103177,2019-06-01,First Class
US-2020-138408,2020-11-21,Second Class
CA-2021-117667,2021-12-09,Standard Class
CA-2020-110982,2020-06-07,First Class
CA-2020-147123,2020-12-12,First Class
CA-2021-154501,2021-05-05,Standard Class
CA-2021-166933,2021-04-28,Standard Class
CA-2019-142055,2019-05-10,First Class
CA-2019-137106,2019-04-04,Standard Class
CA-2021-136609,2021-08-11,Standard Class
CA-2021-160885,2021-12-06,Standard Class
US-2020-167472,2020-06-07,First Class
CA-2019-120551,2019-04-20,Standard Class
US-2021-150595,2021-05-26,Standard Class
CA-2020-134936,2020-12-25,Standard Class
CA-2021-102967,2021-09-26,Standard Class
CA-2021-151008,2021-09-08,First Class
CA-2018-159800,2018-12-01,First Class
US-2018-159618,2018-11-16,Standard Class
CA-2021-116113,2021-10-06,Second Class
CA-2019-125066,2019-12-18,Standard Class
US-2019-114741,2019-12-10,Standard Class
CA-2021-133263,2021-04-02,Second Class
CA-2021-157966,2021-03-13,Same Day
CA-2018-151162,2018-12-09,Standard Class
CA-2020-136686,2020-12-16,Standard Class
CA-2021-137498,2021-09-14,Second Class
CA-2021-163818,2021-10-08,Standard Class
CA-2020-161158,2020-05-13,Standard Class
CA-2018-116673,2018-12-19,Second Class
CA-2021-105333,2021-12-04,Standard Class
CA-2019-149993,2019-03-20,First Class
CA-2018-168158,2018-07-24,Standard Class
CA-2020-115224,2020-12-11,Second Class
CA-2018-164742,2018-10-18,Second Class
US-2021-108014,2021-11-25,Standard Class
CA-2021-160325,2021-09-24,Same Day
CA-2019-159779,2019-09-29,Standard Class
CA-2021-151176,2021-02-20,Standard Class
CA-2018-108903,2018-10-03,Same Day
CA-2020-117919,2020-08-29,Second Class
CA-2019-142475,2019-12-07,Standard Class
CA-2020-134516,2020-09-25,Standard Class
CA-2021-105193,2021-03-31,Standard Class
CA-2019-168634,2019-12-11,Standard Class
CA-2021-117198,2021-09-05,Standard Class
CA-2019-145828,2019-10-07,First Class
CA-2021-121027,2021-08-22,Standard Class
CA-2020-147431,2020-02-07,Standard Class
CA-2020-158001,2020-08-27,Standard Class
CA-2021-125745,2021-07-04,Standard Class
CA-2019-101154,2019-09-21,First Class
US-2020-124163,2020-09-30,Standard Class
CA-2020-121748,2020-10-28,Second Class
CA-2018-126683,2018-10-01,Second Class
CA-2021-148810,2021-07-01,Standard Class
US-2020-146066,2020-08-23,Second Class
CA-2018-127614,2018-02-15,Standard Class
CA-2020-101742,2020-09-28,Second Class
CA-2019-134943,2019-12-06,First Class
CA-2021-123022,2021-09-08,Standard Class
CA-2021-113208,2021-04-02,Standard Class
CA-2018-154893,2018-12-27,Standard Class
CA-2018-147900,2018-09-28,Standard Class
CA-2021-106355,2021-04-05,First Class
CA-2020-127985,2020-04-05,Second Class
CA-2019-166604,2019-05-20,Second Class
CA-2021-120719,2021-03-26,First Class
CA-2021-127117,2021-04-19,Standard Class
CA-2019-104241,2019-01-09,Standard Class
CA-2021-168179,2021-11-07,Standard Class
CA-2021-142342,2021-07-19,Second Class
CA-2021-109099,2021-10-11,Standard Class
US-2018-134187,2018-11-11,Standard Class
CA-2020-145261,2020-12-21,First Class
CA-2020-108875,2020-10-01,Standard Class
CA-2020-141957,2020-07-21,Same Day
CA-2020-142405,2020-06-15,Standard Class
CA-2019-141012,2019-06-11,Second Class
CA-2021-127922,2021-11-03,Standard Class
CA-2020-146318,2020-01-27,Standard Class
CA-2018-135993,2018-06-02,Standard Class
CA-2018-126802,2019-01-05,Standard Class
CA-2020-143924,2020-08-03,Standard Class
CA-2020-141551,2020-09-30,Standard Class
CA-2018-164315,2018-04-08,Standard Class
CA-2019-131072,2019-11-05,Same Day
CA-2018-131541,2018-07-28,Same Day
CA-2019-119550,2019-12-31,Standard Class
US-2019-138093,2019-12-16,Standard Class
CA-2020-126165,2020-05-07,Second Class
CA-2021-126123,2021-10-18,Standard Class
CA-2020-143441,2020-11-05,Same Day
CA-2021-148320,2021-11-08,Standard Class
CA-2020-125661,2020-11-26,First Class
US-2018-123519,2018-12-21,Standard Class
CA-2018-155593,2018-11-08,Standard Class
CA-2021-136000,2021-09-25,Second Class
US-2019-160857,2019-05-15,Standard Class
CA-2021-115805,2021-07-31,Same Day
US-2018-143707,2018-03-05,Standard Class
CA-2021-116939,2021-09-29,Standard Class
CA-2019-124107,2019-10-12,Second Class
CA-2021-126550,2021-04-02,Second Class
CA-2019-138674,2019-11-17,First Class
CA-2020-165820,2020-09-30,Standard Class
CA-2018-103191,2018-09-27,Standard Class
CA-2019-103933,2019-09-27,First Class
CA-2019-110548,2019-05-08,Standard Class
CA-2021-117324,2021-12-13,Standard Class
CA-2021-143574,2021-07-02,First Class
CA-2018-111773,2018-07-03,Standard Class
CA-2018-148614,2018-01-25,Standard Class
CA-2020-156139,2021-01-06,Standard Class
US-2021-147886,2021-03-31,First Class
CA-2020-113733,2020-12-12,Standard Class
CA-2021-104913,2021-11-22,Standard Class
CA-2018-145800,2018-06-05,Standard Class
CA-2020-125850,2020-01-28,Standard Class
CA-2020-118514,2020-02-10,Standard Class
CA-2019-150749,2019-04-03,Second Class
CA-2018-163748,2018-10-18,Standard Class
CA-2019-119634,2019-08-16,Standard Class
CA-2019-149300,2019-11-23,First Class
US-2020-111528,2020-12-30,Same Day
CA-2021-158169,2021-08-15,First Class
CA-2019-162047,2019-11-05,First Class
CA-2019-117772,2019-09-12,Second Class
US-2018-126340,2018-11-14,Standard Class
CA-2020-149685,2020-10-15,Standard Class
CA-2021-126396,2021-09-12,Second Class
CA-2019-154900,2019-03-01,Standard Class
CA-2019-103835,2019-09-28,Standard Class
CA-2019-158939,2019-12-01,Standard Class
CA-2020-117408,2020-09-06,Standard Class
CA-2020-142398,2020-04-16,Standard Class
CA-2020-105277,2020-12-08,Standard Class
CA-2020-112060,2020-12-09,Standard Class
CA-2018-105270,2018-11-18,Standard Class
US-2019-159513,2019-04-09,Standard Class
CA-2019-155586,2019-12-16,Second Class
CA-2021-141117,2021-10-08,Standard Class
CA-2021-115070,2021-04-14,Second Class
CA-2021-140186,2021-10-02,First Class
CA-2018-124856,2018-10-03,Second Class
CA-2018-166716,2018-08-25,Second Class
CA-2018-123225,2018-07-14,First Class
CA-2019-163440,2019-03-24,First Class
US-2021-106796,2021-05-19,Standard Class
CA-2021-113873,2021-11-19,Standard Class
CA-2020-149783,2020-09-07,Second Class
CA-2020-125017,2020-02-11,Standard Class
US-2019-163279,2019-03-26,Standard Class
CA-2019-150196,2019-07-03,First Class
US-2019-106495,2019-06-17,First Class
CA-2018-124730,2018-11-26,Same Day
CA-2021-117632,2021-05-18,Standard Class
CA-2018-115056,2018-05-02,Same Day
CA-2021-161067,2021-09-06,Second Class
CA-2020-122063,2020-12-07,Standard Class
CA-2019-111206,2019-07-22,Standard Class
CA-2020-142895,2020-07-26,Standard Class
CA-2019-101868,2019-06-16,Standard Class
CA-2021-133207,2021-12-03,Standard Class
CA-2019-132948,2019-04-03,Standard Class
CA-2019-134992,2019-09-26,Second Class
CA-2019-126725,2019-11-21,Standard Class
CA-2019-121783,2019-11-14,Standard Class
US-2018-138835,2018-09-14,Standard Class
CA-2019-112214,2019-08-11,Standard Class
US-2021-153255,2021-09-07,Second Class
CA-2019-108119,2019-11-08,Standard Class
CA-2019-157434,2019-05-04,Second Class
CA-2020-101525,2020-05-04,Second Class
US-2018-117968,2018-08-07,Second Class
CA-2020-158211,2020-01-08,Standard Class
CA-2020-152247,2020-11-12,Standard Class
CA-2020-128223,2020-06-14,Same Day
CA-2020-154235,2020-09-28,Standard Class
CA-2021-129910,2021-04-03,Standard Class
CA-2021-133095,2021-06-04,Same Day
CA-2019-130554,2019-04-09,First Class
CA-2018-152443,2018-05-26,Standard Class
CA-2020-133319,2020-09-11,Standard Class
CA-2020-133935,2020-09-22,Standard Class
CA-2020-136301,2020-03-15,Second Class
US-2018-109456,2018-10-17,Same Day
CA-2021-151596,2021-10-11,First Class
CA-2019-147879,2019-05-12,Standard Class
CA-2020-166625,2020-04-17,First Class
CA-2020-146157,2020-11-26,Standard Class
CA-2021-159954,2021-09-14,Standard Class
CA-2021-100825,2021-09-14,Standard Class
CA-2018-168305,2018-11-08,Standard Class
CA-2020-167682,2020-04-09,Standard Class
CA-2021-108000,2021-01-16,Standard Class
CA-2019-146465,2019-11-24,Standard Class
CA-2020-159639,2020-12-02,Standard Class
US-2021-153948,2021-11-06,Same Day
US-2020-113985,2020-12-07,Standard Class
CA-2020-155383,2020-12-22,Standard Class
CA-2018-120432,2018-08-26,Second Class
US-2019-126977,2019-09-23,Standard Class
CA-2020-130288,2020-11-30,Second Class
CA-2021-146458,2021-11-22,Second Class
CA-2021-150420,2021-06-08,Standard Class
US-2018-118997,2018-04-12,Standard Class
CA-2018-114314,2018-10-15,Standard Class
US-2021-169551,2021-07-09,First Class
CA-2020-103107,2020-07-04,Same Day
CA-2021-122077,2021-05-25,Standard Class
CA-2021-112431,2021-10-14,Second Class
CA-2020-151092,2020-08-13,Standard Class
CA-2018-104178,2018-08-29,Standard Class
CA-2019-115924,2019-09-18,Second Class
CA-2021-161046,2021-03-05,Same Day
US-2021-141698,2021-04-21,Standard Class
US-2018-105151,2018-03-31,First Class
CA-2018-155796,2018-11-15,Second Class
CA-2020-127138,2020-03-15,Second Class
CA-2021-150602,2021-02-14,Second Class
CA-2018-140732,2018-11-13,Second Class
CA-2021-119011,2021-08-25,Standard Class
CA-2020-166912,2020-01-17,First Class
CA-2018-141726,2018-07-22,First Class
CA-2021-115105,2021-02-11,Standard Class
CA-2019-143980,2019-12-29,Standard Class
CA-2020-135636,2020-10-13,Standard Class
CA-2021-102155,2021-07-17,Standard Class
CA-2021-116953,2021-04-25,First Class
CA-2018-117765,2018-09-13,Standard Class
CA-2020-114895,2020-11-28,Standard Class
CA-2021-112984,2021-09-18,Second Class
CA-2020-163776,2020-07-25,Standard Class
US-2021-163300,2021-09-21,Standard Class
CA-2020-162187,2020-12-11,Same Day
US-2018-112991,2018-12-14,Standard Class
CA-2018-124079,2018-12-17,Standard Class
US-2021-146878,2021-09-27,Standard Class
CA-2021-107244,2021-09-11,Standard Class
CA-2019-100657,2019-11-07,Standard Class
CA-2021-129581,2021-12-18,Standard Class
CA-2021-129028,2021-04-03,First Class
CA-2019-135580,2020-01-03,Standard Class
CA-2020-159016,2020-03-11,First Class
CA-2018-102652,2018-04-12,Standard Class
CA-2018-152422,2018-10-10,Second Class
US-2020-156692,2020-08-13,Same Day
CA-2018-130869,2018-11-21,Standard Class
US-2021-128832,2021-04-27,First Class
CA-2021-139717,2021-08-26,Second Class
CA-2021-136007,2021-03-02,Standard Class
CA-2020-157364,2020-11-21,First Class
US-2020-112970,2020-11-15,First Class
US-2021-152492,2021-07-06,Same Day
CA-2020-101168,2021-01-01,Standard Class
CA-2021-104010,2021-04-25,First Class
CA-2019-130253,2019-12-18,Standard Class
US-2019-155369,2019-04-25,Standard Class
CA-2020-131205,2020-09-08,Standard Class
CA-2021-122364,2021-09-29,Standard Class
CA-2020-117912,2020-02-08,Standard Class
CA-2021-145702,2021-05-24,Second Class
CA-2019-113215,2019-09-08,Standard Class
CA-2020-154662,2020-06-16,Standard Class
CA-2019-105571,2019-11-11,Standard Class
CA-2020-152765,2020-06-18,First Class
CA-2019-153878,2019-04-30,Standard Class
CA-2020-124016,2020-09-26,Second Class
CA-2020-113551,2020-08-20,First Class
CA-2018-107524,2018-03-08,Standard Class
CA-2018-138072,2019-01-03,Standard Class
CA-2019-134201,2019-04-16,Standard Class
CA-2019-111780,2019-12-30,Second Class
CA-2019-119942,2019-04-07,First Class
CA-2019-151547,2019-01-23,Standard Class
CA-2021-166695,2021-05-24,Standard Class
CA-2021-167542,2021-08-20,Standard Class
CA-2019-120901,2020-01-04,Standard Class
CA-2021-121398,2021-12-29,Standard Class
CA-2020-151561,2020-09-07,Standard Class
CA-2021-154676,2021-08-08,First Class
US-2018-165589,2018-02-18,Same Day
US-2020-132577,2020-11-27,Standard Class
CA-2019-114048,2019-12-18,Standard Class
CA-2019-137281,2019-06-17,Standard Class
US-2021-162068,2021-12-31,Second Class
CA-2021-100111,2021-09-26,Standard Class
US-2021-132381,2021-08-24,First Class
CA-2019-147011,2019-06-22,Standard Class
CA-2018-120852,2018-12-25,Standard Class
CA-2020-150007,2020-09-16,Standard Class
CA-2020-124590,2020-11-16,Standard Class
CA-2020-133802,2020-03-20,Standard Class
US-2020-113677,2020-11-19,Standard Class
CA-2021-143378,2021-09-25,Standard Class
CA-2021-152660,2021-12-09,Standard Class
CA-2019-142139,2019-09-05,Standard Class
CA-2021-145772,2021-06-07,Standard Class
CA-2020-124100,2020-04-06,Standard Class
US-2018-158400,2018-10-28,First Class
CA-2021-162033,2021-04-02,Standard Class
CA-2018-163447,2018-12-31,Standard Class
CA-2021-145737,2021-09-20,Standard Class
CA-2020-148096,2020-08-19,First Class
CA-2020-146766,2020-11-04,Same Day
CA-2019-105613,2019-10-22,Standard Class
US-2020-142251,2020-11-04,Second Class
CA-2018-131247,2018-04-04,Standard Class
US-2019-113593,2019-04-20,First Class
CA-2021-121083,2021-07-15,Standard Class
CA-2021-151190,2021-07-01,Standard Class
CA-2018-133543,2018-12-26,Standard Class
CA-2021-105130,2021-11-25,Standard Class
CA-2020-161928,2020-06-29,Second Class
CA-2021-101322,2021-12-31,First Class
US-2020-106600,2020-04-11,First Class
CA-2018-111871,2018-03-21,Second Class
CA-2021-139437,2021-07-08,Standard Class
CA-2021-151484,2021-04-23,First Class
CA-2020-104150,2020-08-05,Second Class
CA-2020-161025,2020-12-09,Standard Class
CA-2018-103989,2018-03-21,First Class
CA-2019-142433,2019-04-25,Standard Class
CA-2019-132815,2019-09-22,Second Class
CA-2018-101266,2018-08-30,Second Class
CA-2020-141523,2020-12-24,Second Class
US-2018-106299,2018-08-08,Standard Class
CA-2019-158421,2019-09-26,Standard Class
CA-2020-143609,2020-12-13,First Class
CA-2019-138331,2019-08-12,Standard Class
CA-2019-138954,2019-11-17,First Class
CA-2021-157903,2021-04-08,Standard Class
CA-2020-157259,2020-12-28,Standard Class
CA-2021-107986,2021-12-13,Same Day
CA-2021-104927,2021-12-26,Standard Class
CA-2021-113453,2021-10-28,Standard Class
